question,doc_id,response_text,primary_topic,primary_topic_fit,primary_topic_name,primary_topic_prob
q7,454,"What is a lot clearer is what exactly the experiment was testing for which was the effectiveness of 3D printed charts. 

I am curious whether the hypothesis of this experiment ended up being true and whether the 3D printed charts were more effective. I also wonder whether 2D graphs are any more effective than 3D graphs and if there is a significant difference between the two.",7,7,7_models_online_printed_3d models,1.0
q7,455,"As a participant in the evaluating perceptual judgments on 3D bar charts experiment, I now have a clearer understanding of the experimental setup and objectives. Specifically, I have a better grasp of how the perceptual judgments were elicited and analyzed, as well as the importance of considering factors such as chart design and presentation format. However, I still have questions regarding the specific methodologies used for data collection and analysis, as well as the implications of the findings for real-world applications. Reflecting on the abstract, I find it intriguing how the study aims to investigate the effects of different chart designs on perceptual judgments in the context of 3D bar charts. The abstract hints at the potential implications of the findings for improving data visualization practices and decision-making processes.",5,5,5_visualization_perceptual_judgments_3d printed,1.0
q7,456,"I believe that after reading the abstract, it has become much clearer to me what methods were used and what the backstory of the study was. However, I still have some questions regarding the true purpose of the experiment. Were other factors such as eye health condition, inner health, or stress levels taken into account during the study? Also, was there any manipulation of variables, such as time of day, that could have affected the participants' accuracy?",0,0,0_experiment_doing_questions_clearer,1.0
q7,457,I didn't realize that one of the tests were based on depth perception with bar graphs. Also I swore multiple graphs were the exact same but in the abstract there were no graphs alike. I like that they are going to implement perceptual difference of position into introductry stats.,-1,-1,-1_bar_charts_people_graphs,0.19857365511788327
q7,458,"Most of the components of the experiment are much clearer now than they were when I was a participant; considering there were basically zero instructions and no explanations given concerning the characteristics of the experiment and/or what the purpose of it was. While I was participating, I was trying to assess and evaluate what the possible purpose or goal is of the experiment. The most I came up with was that they were evaluating how well participants are able to intuitively measure or amateurly assess the height of something in a 3d bar graph and then compare it to other structures and sizes in terms of relativity. It's clearer now after reading the abstract that the study focuses on evaluating how individuals perceive and judge bar charts created using 3D printing technology. After reading this and understanding the entire purpose of the experiment, I would say honestly, my assessment wasn't too off.

Further questions I have would be possibly be, ""what the potential implications of this finding would have for fields that utilize data visualization techniques?""",-1,-1,-1_bar_charts_people_graphs,0.3309514256291065
q7,459,"The article attempted to discuss the 3 D graph and its differences from 2 D graphs. McGrill and Cleverland attempted to determine which is the BEST. According to study, 2D works better than 3D since it provides a better explanation.",1,1,1_graph_3d graphs_2d_graphs,1.0
q7,460,I now understand that the scope of the experiment is quite narrow. I believed this experiment was about broad visualization of the student population in the intro to statics course. I now see this is an experiment simply about the ability to see data more accurately in 3D bar graphs and see data less accurately in 2D bar graphs.,-1,-1,-1_bar_charts_people_graphs,0.1206440697311475
q7,461,"After reading the abstract for this experiment, it is clearer to me the purpose behind this study. I never realized before the studies that went behind 2D vs 3D digital graphs, or how they excluded physical 3D models. I also hadn't really thought about the process of developing this experiment, from the design of the graphs both digital and physical to the determination of values to use.",4,4,4_graphs_2d graphs_3d graphs_different,0.1668283735723178
q7,462,After reading the abstract it is clearer to me why they used the models they did. It is also clearer to me why they asked the questions they did because they were trying to replicate an experiment already done. I am still not sure about why knowing the different heights mattered for this experiment or why everyone had a different bag of towers.,8,8,8_bars_heights_claim_supposed,0.24586568692731375
q7,463,The components of the experimement are clearer now than when I was a participant because what was being tested was how accuratly 2D projections and t 3D graphs portray numeric information. It is not the same to see an object in the screen that have it in your hand. If you see the two bars in the screen they may look closer in height but when you have the actual model in your hand you can see the difference of the heights very well. The questions that I would have for the experimenter is if the hypothesis was supported or not.,2,2,2_models_depth_objects_2d,0.2979727248667357
q7,464,The abstract reflection did a good job explaining the method. I now understand where the replication for the experiment came from. I still am curious on to what data was gained from my parcipitation.,0,0,0_experiment_doing_questions_clearer,1.0
q7,465,"The abstract communicates the research goal of evaluating the effectiveness of 3D printed bar charts compared to 2D charts and the methods used, like the replication of Cleveland and McGill's position-length experiment. Questions still remain regarding specific details of the replication process, like how the values for bar heights were determined and behind certain design choices. The potential implications of the study's findings for data visualization and accessibility would be beneficial.",5,5,5_visualization_perceptual_judgments_3d printed,1.0
q7,466,The overall main point goal of the experiment is much clearer now. I didn't even realize that the 3D estimates and the 2D estimates were going to be prepared. Looking back though I do believe it was more difficult for me to estimate the 3D models than the 2D models. My only question is if there were any identical models from 3D to 2D that I gave different answers for.,2,2,2_models_depth_objects_2d,0.2721080589622563
q7,467,I was honestly struggling to find the correlation between the what and why for this experiment until I participated. Once I was attempting to guess the numbers accurately it clicked in my head that the 3D model was actually helping me feel more confident about my numbers. My only question is did it work?,-1,-1,-1_bar_charts_people_graphs,0.20688025732755777
q7,468,"This abstract gave me insight into the effectiveness of 3D printed bar charts in comparison to the 2D rendered charts. It also gave me a stronger understanding of the replication process, methodological design, and what future implications exist in the parameters of the experiment. This gave me a stronger understanding on the methodology of the experiment. I still don't quite understand the technical impact of 3D printing vs 3D rendering and 2D charts. It would be cool to learn more about the applications of these experiment's finding are too.",5,5,5_visualization_perceptual_judgments_3d printed,1.0
q7,469,"I think something that is much clearer to me is that they were testing our perception of 3D graphs versus 2D graphs versus 3D graphs that are in 2D form like on a computer. I was confused originally about why we viewed so many different graphs during the test. I think it is interesting how they made the graphs with the intention of seeing a specific difference between the two marked bars and tried to not include so much ""noise"" or distraction around it. After reviewing this I do not have any other specific questions but would be really interested to see results and specifically my results of this. I want to know and understand how I perceive various graphs to see if 3D graphs are in fact less accurate at representing information.",1,1,1_graph_3d graphs_2d_graphs,0.16103703260658037
q7,470,"After reading the abstract, it is now much clearer what the purpose of the experiment was. I originally thought that the main purpose of the experiment was to just determine if there was a difference between data perceptions in 2D vs. 3D media, but I feel that the abstract makes it clear that the main purpose of the experiment is to determine how participants judge the data based on the visual depth available to them. A few questions that I still have for the experimenter are ""what are the implications of the findings?"" and ""how can these results be applied to real world scenarios?"" I enjoyed reading this abstract and its findings after being a participant in the experiment, as it allowed me to put the pieces together for what I was participating for. The abstract did a good job at addressing the experimental design and how this may be applied for future research which was interesting.",2,2,2_models_depth_objects_2d,1.0
q7,471,"It is clear to me now that one aspect or goal of this experiment was to find out whether 3D printed charts are better at encoding information than 2D printed charts. I did figure the experiment would have to do with something about how we view and interpret the charts. Moreover, my question regards the research implications. Are there any other vulnerable populations that would benefit from this experiment? alongside the visually impaired",9,9,9_impaired_visually impaired_visually_graphics visually,1.0
q7,472,"It is clearer now on what the point of the experiment was and what they were trying to do, or what they were trying to prove. When I was doing it I was unsure about a lot of them and unsure about what I was really doing by just seeing which bar was bigger or smaller than the other. A question I still have is what were the results for the majority of people and how did it achieve their point to prove for this experiment.",8,8,8_bars_heights_claim_supposed,1.0
q7,473,"What the researchers are investigating, and the researchers' question are much clearer now. The experimental design of the study is also more understandable, and it is explained why this study is be important (especially for the visually impaired). A question I have is: Will the researchers expand on their population, and sample an even bigger population to get a better and accurate understanding?",9,9,9_impaired_visually impaired_visually_graphics visually,1.0
q7,474,"After reading the abstract I now understand more at what the experimenter's were looking at. We had to answer the same questions, but the graphs were all different, so it was seeing more how our brain perceives the height difference. It's also really cool how this research will go into helping the visually impaired with 3D printings. I'm just curious as to how it will help them, but this is a really cool experiment, and I hope the results help people.",-1,-1,-1_bar_charts_people_graphs,0.40423241541160126
q7,475,"It's possible that as a volunteer, you were not instantly aware of all the details of the study design. But now that I know more, I can see how the variables were regulated and the assumptions were more precisely stated. However, there are still unanswered concerns about the subtleties of data interpretation and the possible ramifications of the conclusions. For example, interpreting the abstract's results and conclusions would be improved by knowing the larger context of the research and its applications.",0,0,0_experiment_doing_questions_clearer,1.0
q7,476,"The abstract outlines the study's aim to compare the efficiency of 3D printed bar charts versus 2D bar charts. Using the research it provides clear undersgtanding for replication of Cleveland and McGill's work, adapting it to technology. However my question is how will participant selection criteria be based? How does the study plan to address individual differences in perception?",-1,-1,-1_bar_charts_people_graphs,0.2199740528370877
q7,477,"After reading the extended abstract the purpose of the experiment became clearer, and after reading this explanation it became easier to understand why we were recreating this experiment. Another thing that became clearer was what they were changing about the assignment and why they used more models than the original experiment. A question that I have for the experimenter is what made you come up with using a different model? If you could change this experiment again what would you do differently?",0,0,0_experiment_doing_questions_clearer,0.4565294469873151
q7,478,"It became clear that they already knew that flat 3D graphs were not great, and wanted to see if actual 3D graphs would be better than flat 3D graphs and maybe even 2D graphs. One questions I have is how completely same-color solid bars would affect the data when sometimes people can have different colors for each bar. Another question is do they want their participant to answer in 10, 20, 30, etc. or 10, 15, 20, etc. or accurate numbers? I think it would change the data bit.",1,1,1_graph_3d graphs_2d_graphs,0.21129456452904255
q7,479,"What's clearer to me know is certainly extraneous things such as the extra bars, how they determined the height, etc. However, something especially interesting was that they did not mention how precise the differences in heights were going to be. I naturally rounded up my answers to at least the nearest 1's place. Regarding questions for the experimenter, is there any possible that something such as contacts or prescription glasses may affect a person's ability to be more or less accurate? Is age/eye deterioration a factor? Overall, a fascinating experiment and even cooler now that I know more of the behind-the-scenes stuff.",8,8,8_bars_heights_claim_supposed,1.0
q7,480,Seeing the three pictures of the models was helpful when understanding the dimensions I was reading about. I still don't fully understand the experiment in like what they're doing with it. I'm also still curious about the difference a 2D vs 3D makes for this experiment.,2,2,2_models_depth_objects_2d,1.0
q7,481,"After reading the extended abstract, I now better understand the dedication that went into the design of this study, specifically in terms of honoring the work of Cleveland and McGill. I also gained insight into the methodology of the study. However, I am still somewhat confused as to what the long term goals for this study are, barring an increased awareness and appreciation for statistical investigation.",0,0,0_experiment_doing_questions_clearer,1.0
q7,482,"Having read the abstract, I now have a clearer understanding of the overall objective of the experiment, which is to compare the effectiveness of 3D printed charts to 2D rendered counterparts in data images. I also understand the specific methods that were used, including the replication of components from a previous study by Cleveland and McGill and the adjustments made to accommodate 3D graphics. However, I still have questions regarding the specific metrics used to assess the effectiveness of the different chart types, such as how perceptual judgments will be measured and compared across the different mediums. Additionally, I'm curious about the sample size and of the participants involved in the study, as well as any potential limitations or biases inherent in the experimental design.",5,5,5_visualization_perceptual_judgments_3d printed,0.10027268926670926
q7,483,"When participating in the experiment, I honestly didn't notice that some of the digital graphs were 3D and some were 2D, and had no clue why some were physical, so knowing the objective of the experiment makes what I was doing make a lot more sense to me. I don't understand why that type of coloring was chosen for the physical 3D graphs, as I would think that making them as visually similar as possible, minus the digitality or dimensionality, would have eliminated a potentially confounding variable. I also wonder why log error was used to measure responses, as I have not seen that used before.",4,4,4_graphs_2d graphs_3d graphs_different,0.20132808304472025
q7,484,"The experiment's components that are clearer now than they were as a participant include the use of a Shiny application to administer the graphs and questions the random assignment of adjacent or separated comparisons to each graph, and the unique identification of 3D printed graphs through a negative-space engraving on the bottom. However, questions remain regarding the specific process of generating the remaining bars of the grouped bar charts, the exact numeric comparisons used for the ratio of heights between the bars, and the implications of the study's results for the future of 3D printed graphics research. Reflecting on the abstract, it is evident that the study aims to replicate and extend the work of Cleveland and McGill, focusing on the effectiveness of 3D printed charts compared to their 2D rendered counterparts, and addressing the limitations of existing research on 3D data graphics.",5,5,5_visualization_perceptual_judgments_3d printed,1.0
q7,485,"As I started the experiment, I slightly started to get a better idea of what the purpose of this project may be. After reading this abstract, it has been made much clearer as to what those objectives were. I would like to ask what the results are. Did they correspond with the previous research? How did the results vary among the demographics within the participants?",0,0,0_experiment_doing_questions_clearer,1.0
q7,486,I found the overall background of the research study was more clear after reading the abstract. It gave a better understanding for the purpose of 3D object identification. I would be interested to know the results.,-1,-1,-1_bar_charts_people_graphs,0.37947991209143506
q7,487,"As an experimenter, it's clearer now how much meticulous planning went into designing and implementing this study, especially regarding the creation and presentation of the 3D bar charts. The detailed explanation of software packages used, the adjustments made for 3D printing, and the methodological considerations for participant instructions and data collection provide a comprehensive understanding of the intricacies of the experiment. However, I am curious about how the participants' prior familiarity with 3D visualization techniques might have influenced their judgments. Reflecting on the abstract, it's clear that this study aims to bridge gaps in existing research by investigating the perceptual differences between various mediums of data visualization. The attention to detail and the potential implications for improving 3D graphics, particularly for visually impaired individuals, underscore the importance of this particular research.",5,5,5_visualization_perceptual_judgments_3d printed,1.0
q7,488,"To me I was a bit confused on a couple thing when going through the experiment, mainly why. This abstract has provided me with the why with understanding how we interpret visualizations. It makes more sense to me with the three different visuals being used.",-1,-1,-1_bar_charts_people_graphs,0.07220256717086626
q7,489,"Some components of the experiment that are clearer now then when I was participating are the use of random graph assignment. When completing the experiment I thought that because of the large variety of graph kits there would be a consistent order for each individual kit. But, the abstract states that 5 random graphs were distributed out of the 7 total for each kit. Another observation I found in the abstract was the distance between bars, as it is stated that they would vary between the sample as either no gap or a significatn gap.",4,4,4_graphs_2d graphs_3d graphs_different,1.0
q7,490,It is clearer now how the experiment replicated Cleveland and McGill's position-length experiment and included 3D-printed bar charts. I'm still curious about the potential biases introduced by using participants primarily from the Statistics department and their partners and whether the random color assignments for the 3D printed graphs might influence participants' judgments. The abstract could provide more information on the specific findings regarding the effectiveness of 3D printed charts compared to other mediums.,5,5,5_visualization_perceptual_judgments_3d printed,0.3628335840207751
q7,491,"I now understand what the researcher was trying to test. During the experiment, I thought it was based on mathematics and how well statistics students can use their comparison skills with the blocks. I now know that it is comparing 3D to 2D objects. The only question I really have left for the experimenter was why just statistics students?",2,2,2_models_depth_objects_2d,0.5374939210493166
q7,492,The components of the experiment that are clearer now than they were as a participant is i have a better idea of the study research and project the results.  This explains cleveland and McGill's experiment it talking about the technique used and the results for the 3D display. I'm still curious about changes to mimic the 3D and how does these changes can influence the results.,-1,-1,-1_bar_charts_people_graphs,0.17470214031361164
q7,493,"I now know that this was about 3D objects in a 2D setting and bringing the 3D objects to our 3D environment with 3D printing. It is interesting that this was a partial replication of Cleveland and McGill on a study to multiple mediums of data visualization from 1984 which means that it has been studied for 40ish years. It would be interesting to see the results of this experiment and see how the students scored between scoring on 2D and 3D environments and objects. My question for the experimenter is, does it have to be bar graphics? Would a bar graph be better in 2D and a pie-chart be better in 3D?",-1,-1,-1_bar_charts_people_graphs,0.2199740528370877
q7,494,"The actual purpose of the experiment is clearer to me now after reading the abstract. I was previously unsure of what the experimenters were looking at or collecting data for. I understand now it was to measure perceptual judgment. I don't have any more questions for the experimenter. 

The abstract explained the experiment further, which made it easier for me to understand what I was participating in. I have no knowledge of the study they are attempting to replicate, but the abstract provided adequate background information. After reading the abstract I understand that students are being asked to participate to increase sample size to further the research and results. The results could lead to increased support for creating graphics for the visually impaired.",9,9,9_impaired_visually impaired_visually_graphics visually,0.41555061189052256
q8,0,They gave us charts and information that shows which one of the two ways looking at the bar graphs is more accurate than the other and which one people prefer.,0,0,0_3d_2d_graphs_graph,1.0
q8,1,I think the presentation was the easiest to understand. It explained the true meaning of the study in simple terms. When we participated and did the reflection we weren't given any background really at all.,-1,-1,-1_learned_did_lot_better,0.1329797056844091
q8,2,"During the participation and post-study reflection, I was confused because I still didn't know the purpose of the experiment. Now after watching the presentation and reading the extended abstract, I am less confused about how reading different types of graphs can change how you perceive the graph.",0,0,0_3d_2d_graphs_graph,1.0
q8,3,"Each one had a different way of getting you to understand the study and what it was trying to convey. The abstract was more wordage to tell you what it was about, participation was to actually do the study, presentation was to see a more visual explanation and the reflection helped to look back on what it was really about.",5,5,5_participation_allowed_nice_times,0.22139997428644634
q8,4,I didn’t know all of the graphs had a specific ratio. I also didn’t realize there were two research questions that were being tested.,0,0,0_3d_2d_graphs_graph,0.721765384149643
q8,5,"The information that I gained from the components of this project differs when looking at participation and post-study reflection. With both of these I think I was clueless about the study going into it and now that it is over I see the what and why. I also think that the extended abstract and the presentation differ because the way that the experiment was presented to us seemed very simple, yet the abstract of the behind the scenes was much more complicated I think.",4,4,4_components_gained components_components project_project,0.5764281882052301
q8,6,"I felt when I was participating, I wasn't exactly sure what was being tested. As I completed the post-study reflection, and watched the presentation reflection, I got a better idea. At first, I thought the experimenters were testing to see if 3D models gave a more accurate result, but after watching the presentation I now know they were testing to see if 2D models have more accurate results.",0,0,0_3d_2d_graphs_graph,0.08053630188743352
q8,7,"When hearing about all the background information and why the researchers did what they did for specific purposes it was interesting to see how taking a quiz about different block sizes, the researchers were looking at it from a deeper perspective. Another thing that surprised me were about the specific equations given for the experiment and how it related back to the 3D graphs.",0,0,0_3d_2d_graphs_graph,0.15552135334815287
q8,8,The information that I gained from the components of this project because I as not entirely sure what was going on when participating in the experiment itself. As I did the other pieces of work after the experiment it made more sense to me what was being evaluated. I found more information from the post study reflection and the extended abstract that the participation.,4,4,4_components_gained components_components project_project,0.1382987941468034
q8,9,"To start, participating in the experiment left me a bit confused simply because I was there to do something, not necessarily knowing the background to it. The post-study reflection made me sit down and think about what was going on behind the scenes. The extended abstract gave me a breakdown of what the experiment was about, why they did it, and how they did it. Lastly, the presentation gave me the study's results.",2,2,2_study reflection_post study_post_reflection,0.23623826480810878
q8,10,"They differed because each one asked for different things. Even though the information was combined into one study, the presentation, abstract, reflection, and participation were different. They each used different types of learning to gather information from the students taking the introduction to stats class.",5,5,5_participation_allowed_nice_times,0.2522362424679809
q8,11,"At first, I just had to guess why we were doing then, then I actually got to know why, and the information behind it. Especially during the participation part, I was extremely confused, but the extended abstract helped with that.",-1,-1,-1_learned_did_lot_better,0.328096030779514
q8,12,There was a difference in the way of conveying the information between each component. The participation used 3D models and hands on learning while the abstract was reading based.,5,5,5_participation_allowed_nice_times,0.23292746593364258
q8,13,"I do not believe much of the information was different from the rest of the projects. However, I do prefer this method over the rest of them.",4,4,4_components_gained components_components project_project,0.44226432606514127
q8,14,This was easier to understand. It was communicated more simpler compared to the abstract.,6,6,6_informative_presentation informative_explaining_abstract,0.30431483570162465
q8,15,"Participation involves engaging in the study itself and providing feedback. Post-study delved into the subjective experiences and potential limitations noticed during the process. Extended abstract was condensed as a version of the study that highlighted key points such as the objectives, methods, results, and conclusions. Finally, the presentation offered more of an interactive overview of the study that emphasized the key findings and implications.",10,10,10_personal_findings_insights_key,1.0
q8,16,"The participation piece came first so I did not fully understand the goal of this study and what exactly I was supposed to be doing. This was the hands on piece where I got to participate in it. The post experiment reflection related more towards what we are learning in class and if we can identify the components of the experiment. the extended abstract and presentation both gave an overall on the experiment. the abstract is a more formal way of presenting the experiment, the intro, abstract, methods, study design, etc while I feel like the presentation took a deeper dive into how they created the bar graphs and recreated the previous experiment from Cleveland and McGill.",2,2,2_study reflection_post study_post_reflection,0.24666184799280488
q8,17,the extended abstract showed me how and why the experiment was conducted. Through participation I learned how the experiment has meaning in the real world. In the presentation I learned that using 3d charts may not always be the best way to collect data/survey.,0,0,0_3d_2d_graphs_graph,0.22180244889985545
q8,18,"When 3D graphs become projected on a 2D surface they become distorted. One study showed participants answered more accurately with 2D graphs and in the other study 2D and 3D graphs had about the same accuracy, however, participants preferred the 2D graphs due to their simplicity. This doesn't mean the 3D graphs are absolutely horrible it just means they are used for different purposes.",0,0,0_3d_2d_graphs_graph,1.0
q8,19,The components of this project differed as there was 7 unique ratios being used during the presentation rather then the participation part which was very interesting considering the blocks and the bar graph showed a difference.,4,4,4_components_gained components_components project_project,1.0
q8,20,"the components of this part of the project seemed to be much more of an in depth explanation of what they were looking for, why they were looking for it and what it could be explained by. It seemed that most of the others went over a general basics of what the research was about or what the process was going to be. I still feel like watching this slideshow garnered the most information relating to different components of the project.",8,8,8_kits_different kits_like_confusing,1.0
q8,21,"While there was some variance in components of this project, I feel that most aspects of it remained fairly steady throughout. As I had kind of discussed in abstract reflection, I gained a better insight on what the actual purpose of the the experiment was after having the chance to read through the abstract. While I had thought that the variable of interest had something to do with colors and estimation, it actual had to do with 2D versus 3D models and how that depicts the accuracy of estimating values within them.",0,0,0_3d_2d_graphs_graph,0.08578642552892911
q8,22,"Participating in the project means jumping into tasks with your team or by yourself, figuring things out together, and learning by doing. After it's all done, reflecting on what went well, what could've been better, and what you've learned helps you grow. Then, you've gotta summarize it all into a short paper, highlighting why your project matters to others in your field. Presentation is important because it shows what you learned and how well you understood it.",7,7,7_helped_project_writing_ve,1.0
q8,23,"Each of these components had different information that weren't explained or shown in the other components of the project. For instance, from the presentation I got what the research questions they were trying answer. They each had information relevant to the project but like shown/explained in different ways. In the participation, we were doing the experiment, the presentation had more information about the project, the extended abstraction explained what they were trying to do and how they were doing it.",-1,-1,-1_learned_did_lot_better,0.21546474749243594
q8,24,"The information I gained from participation was fairly limited whereas the abstract and the presentation went into more depth about the reasoning behind the experiment, how it was set up, and what they were looking to gain from doing the experiment. Also, the presentation was the longest and most detailed component. The other components didn't go into as much detail and didn't provide me with as much information.",5,5,5_participation_allowed_nice_times,1.0
q8,25,"One part that differed from the start til the abstract was the true purpose and reasoning behind the project study. During participation, I knew what I had to do to complete the experiment but did not have much to any knowledge about why. I started to make assumptions while during the experiment. After reading the abstract and seeing the presentation, it showed more about why and how the data was evaluated.",4,4,4_components_gained components_components project_project,0.297740322678736
q8,26,"The different components of this project were presented oddly.I learned the most about the experiment from the final presentation because it explained the differences between the kits, why we were asked to complete the experiment, and what the researchers were trying to gain. I did not learn very much from the participation because I did not know what the researchers were trying to gain from the experiment. Also, the extended abstract helped me learn some about the purpose of the experiment, but it would have been more helpful if it was shorter and more concise.",3,3,3_experiment_differed_video_information reflected,0.31675318226024746
q8,27,"The presentation went more into detail about how the users acted with the different types of graphs, the studies all focused on whether the 2D or 3D graphs had higher accuracy. The abstract has 5 types of graphs some have different positions and others have different lengths. The presentation had a different group used for testing. Over all, they all said that the 3D had the worse results.",0,0,0_3d_2d_graphs_graph,1.0
q8,28,"*

Participation: This aspect involved active engagement in hands on work.

*

Post-study reflection: Reflection allowed for the students perspective and critical analysis of the project experience. 

*

Extended abstract: The extended abstract served as a summary of the project, highlighting key aspects such as objectives, and conclusions.

*

Presentation: The presentation offered an opportunity to communicate project findings to a wider audience in a written format.",7,7,7_helped_project_writing_ve,1.0
q8,29,"The presentation reflection was a lot clearer when understanding the point of the study. I am a visual learner, so when I watched the video, the point and background of the study became a lot clearer to me compared to reading the directions. The video was a lot clearer about what the experiment was studying, for example, how three of the graphs studied were on position, and the other two were on length, along with the Shiny app and the future work planned for the study.",-1,-1,-1_learned_did_lot_better,0.4530198946707017
q8,30,"I think that the components differed within our study because we were learning about randomization and other factors used in the study within our class. The plan outlined in the end of the video is what we used, so it did not differ planning wise.",4,4,4_components_gained components_components project_project,1.0
q8,31,"The components of this project differ because participation was lower than I expected. As well as the study reflection showed no significant evidence, I was expecting their to be stronger evidence. For future work I see how this study can help with the STAT 218 class, but I do not see it helping anything other.",4,4,4_components_gained components_components project_project,1.0
q8,32,That 3D models aren't always the best thing to use in experiments. Not necessarily the worst thing sometimes they are good but in this experiment it can throw some things off.,0,0,0_3d_2d_graphs_graph,0.16014746847651515
q8,33,We were given much more background and overview (more similar to what we learn in class) with the abstract and presentation. We did not receive much background with the participation and post-study reflection parts.,-1,-1,-1_learned_did_lot_better,0.12715156810924055
q8,34,"We learned more as we went further along in the experiment. In the participation, we didn’t even know what the experiment was testing. In the post study reflection we had time to think about the experiment and hypothesize what they were trying to test. In the abstract we saw what they were trying to test and in the presentation we found out the results",2,2,2_study reflection_post study_post_reflection,1.0
q8,35,The information differed by many ways. I wasn't aware of the specific groups that were assigned to us before reading the presentation. I also had no idea that 3D would be less effective. I would totally think 3D would be more effective since it is a tangible object.,0,0,0_3d_2d_graphs_graph,0.3555822437644869
q8,36,"While going through the project, everything began to feel more clear. While participating I was wildly confused on why the information was needed for a study. The goal of finding the best graphical elements to extract information makes a lot of sense, and I gathered that from the video above.",0,0,0_3d_2d_graphs_graph,0.2450436836189607
q8,37,"The further into the experiment I got, the more I understood exactly what was going on. The additional materials in the research paper, and the presentation especially helped me understand exactly what the goal of the project was.",3,3,3_experiment_differed_video_information reflected,0.5158123942742255
q8,38,"Participation and post-study reflection I didn't gain much information, however in the abstract and the presentation I was able to gain much more. In the first two, I was more or less in the experiment while in the last two, I was reading and understanding the actual purpose of it.",-1,-1,-1_learned_did_lot_better,0.29424371206941347
q8,39,"The information that I learned was kind of split into two groups for me: (participation and post-study reflect) and (abstract and presentation). The information that I learned in the participation and post-study reflection was all kind of self taught and inferred. For example, going into this experiment I knew absolutely nothing other than what my teacher had told us about the experiment. The second group was much more for correcting and connecting assumptions that were made. The second half of this study was more for cementing the ideas and facts of this study.",-1,-1,-1_learned_did_lot_better,0.29424371206941347
q8,40,"While involvement encourages participation and teamwork, post-study reflection helps with learning and self-evaluation. While the presentation facilitates the effective presentation of major findings to viewers, the extended abstract acts as a short written overview of the project. Every element makes a distinct contribution to the distribution of project outcomes and overall learning. I would say that participation was obviously a big part of this experiment as well as post study reflection because they are key parts that could contribute to the future of the experiment.",2,2,2_study reflection_post study_post_reflection,0.471583633305369
q8,41,"I learned that 3D graphics are not the best way to rely information, so what I took from that was 3D is not an accurate way to measure like depth perception.",0,0,0_3d_2d_graphs_graph,0.33546090960168007
q8,42,I learned that they gave each subject 5 out of the 7 and we each got it 3 times. I did not know we saw the same one many times.,5,5,5_participation_allowed_nice_times,1.0
q8,43,I feel that the presentation gave the most information on why we were taking the experiment and the reasons behind it.,3,3,3_experiment_differed_video_information reflected,1.0
q8,44,"I don't think it differed much, it explained the point of the experiment and what they were trying to research through students, and how their spacial skills are at UNL.",9,9,9_pictures_values_study differed_differed,1.0
q8,45,"My participation and post-study reflection in this experiment were personable components. The extended abstract and presentation were non-personable, literal descriptions of the purpose of the experiment and its goals.",1,1,1_experimental_statistical_design_component,1.0
q8,46,"When participating, I had some idea that the question being asked in the experiment might've have had to do with if students can correctly guess the same exact shape as the 2D image/3D digital with the actual model. After doing it, I guess I kept about the same idea, and now after watching this, it makes sense. The questions asked in this experiment are good ones.",0,0,0_3d_2d_graphs_graph,0.14419413523984634
q8,47,"I think the abstract helped me to gain the most information. During participation, I didn't really understand the purpose of the study but the abstract and presentation supplemented my knowledge.",6,6,6_informative_presentation informative_explaining_abstract,1.0
q8,48,"While I was participating, I was pretty confused on what the experiment was testing. After watching the video, it was clear to me that they are testing if having physical model is more effective than a virtual one. The abstract helped me understand how they will calculate the results.",0,0,0_3d_2d_graphs_graph,0.0806845203155015
q8,49,"During my participation I was only aware that there was a study about graphs taking place, and during the post-study reflection I didn't know much more than that. After the extended abstract I knew a lot more about what the study was about, and after the presentation I fully knew that the study was about comparing people's responses to the different types of exams (ie 2D, 3D, and 3D printed).",-1,-1,-1_learned_did_lot_better,0.32809603077951377
q8,50,"While I was completing the experiment, I was guessing that the answers to the 3d models would have had more accurate predictions compared to the 2d model when in fact that was not the case.",0,0,0_3d_2d_graphs_graph,0.3578748167283781
q8,51,I felt like this information differed in the way of what I felt like was being tested in the study. While I participated in the study I felt like it had to do with something based off the color or percentages of height of the graphs but I then found out in the abstract and presentation it was studying the height perception of the graphs.,0,0,0_3d_2d_graphs_graph,0.6321404749733956
q8,52,Participation definitely differed from post study reflection. When I was taking the experiment I was assuming it was gauging how accurate your depth perception is. Now with much more context it was comparing your perception of a graph in a 3d environment to a 3d graph that is rendered in a 2d environment.,0,0,0_3d_2d_graphs_graph,0.49159128056958845
q8,53,The information I had about the study changed significantly from when I first took part in the experiment to now when I finished watching the presentation. At first I didn't know why I was taking the experiment or what it was measuring but now I know that it was primarily focused on people's perception of 2d vs. 3d objects and how accurately they can perceive each.,0,0,0_3d_2d_graphs_graph,0.32888859282384453
q8,54,"Participation in the project worked more with our hands-on learning and practical application, while post-study reflection is critical analysis and personal growth in the chapter. It was more a less a fun guessing trial and error for our stats class.",-1,-1,-1_learned_did_lot_better,0.27868926686353424
q8,55,The participation was just me doing the experiment as a test subject so I did not know much. Then the post study reflection and extended abstract really dove into why we were being asked to do the experiment and what results are expected from it. Then the presentation showed me what the results were and also how the study came to be for UNL Stats 218 students.,2,2,2_study reflection_post study_post_reflection,0.17023504401933354
q8,56,The didn't differ greatly. They appeared slightly different.,9,9,9_pictures_values_study differed_differed,1.0
